date,sku,opening_stock,received_units,units,closing_stock
2026-08-02,21730,95,0,9,86
2026-08-03,21730,86,0,7,79
2026-08-04,21730,79,0,7,72
2026-08-05,21730,72,0,9,63
2026-08-06,21730,63,0,8,55
2026-08-07,21730,55,0,7,48
2026-08-08,21730,48,118,10,156
2026-08-09,21730,156,0,10,146
2026-08-10,21730,146,0,8,138
2026-08-11,21730,138,0,8,130
2026-08-12,21730,130,0,9,121
2026-08-13,21730,121,0,8,113
2026-08-14,21730,113,0,10,103
2026-08-15,21730,103,0,8,95
2026-08-16,21730,95,0,8,87
2026-08-17,21730,87,0,6,81
2026-08-18,21730,81,0,9,72
2026-08-19,21730,72,0,8,64
2026-08-20,21730,64,0,8,56
2026-08-21,21730,56,0,8,48
2026-08-22,21730,48,19,10,57
2026-08-23,21730,57,0,9,48
2026-08-24,21730,48,292,7,333
2026-08-25,21730,333,0,7,326
2026-08-26,21730,326,0,8,318
2026-08-27,21730,318,0,9,309
2026-08-28,21730,309,0,10,299
2026-08-29,21730,299,0,11,288
2026-08-30,21730,288,0,9,279
2026-08-31,21730,279,0,7,272
2026-09-01,21730,272,0,8,264
2026-09-02,21730,264,0,9,255
2026-09-03,21730,255,0,8,247
2026-09-04,21730,247,0,10,237
2026-09-05,21730,237,0,11,226
2026-09-06,21730,226,0,9,217
2026-09-07,21730,217,0,9,208
2026-09-08,21730,208,0,7,201
2026-09-09,21730,201,0,9,192
2026-09-10,21730,192,0,9,183
2026-09-11,21730,183,0,8,175
2026-09-12,21730,175,0,10,165
2026-09-13,21730,165,0,10,155
2024-09-14,22633,338,0,12,326
2024-09-15,22633,326,0,13,313
2024-09-16,22633,313,0,10,303
2024-09-17,22633,303,0,11,292
2024-09-18,22633,292,0,11,281
2024-09-19,22633,281,0,10,271
2024-09-20,22633,271,0,13,258
2024-09-21,22633,258,0,14,244
2024-09-22,22633,244,0,14,230
2024-09-23,22633,230,0,12,218
2024-09-24,22633,218,0,10,208
2024-09-25,22633,208,0,11,197
2024-09-26,22633,197,0,12,185
2024-09-27,22633,185,0,12,173
2024-09-28,22633,173,0,14,159
2024-09-29,22633,159,0,14,145
2024-09-30,22633,145,0,11,134
2024-10-01,22633,134,0,10,124
2024-10-02,22633,124,0,12,112
2024-10-03,22633,112,0,11,101
2024-10-04,22633,101,0,13,88
2024-10-05,22633,88,0,14,74
2024-10-06,22633,74,0,13,61
2024-10-07,22633,61,173,10,224
2024-10-08,22633,224,0,11,213
2024-10-09,22633,213,0,11,202
2024-10-10,22633,202,0,11,191
2024-10-11,22633,191,0,13,178
2024-10-12,22633,178,0,14,164
2024-10-13,22633,164,0,13,151
2024-10-14,22633,151,0,12,139
2024-10-15,22633,139,0,11,128
2024-10-16,22633,128,0,11,117
2024-10-17,22633,117,0,10,107
2024-10-18,22633,107,0,13,94
2024-10-19,22633,94,0,14,80
2024-10-20,22633,80,0,14,66
2024-10-21,22633,66,0,9,57
2024-10-22,22633,57,182,11,228
2024-10-23,22633,228,0,11,217
2024-10-24,22633,217,0,13,204
2024-10-25,22633,204,0,12,192
2024-10-26,22633,192,0,14,178
2024-10-27,22633,178,0,13,165
2024-10-28,22633,165,0,12,153
2024-10-29,22633,153,0,11,142
2024-10-30,22633,142,0,12,130
2024-10-31,22633,130,0,12,118
2024-11-01,22633,118,0,12,106
2024-11-02,22633,106,0,15,91
2024-11-03,22633,91,0,14,77
2024-11-04,22633,77,0,11,66
2024-11-05,22633,66,177,12,231
2024-11-06,22633,231,0,11,220
2024-11-07,22633,220,0,13,207
2024-11-08,22633,207,0,13,194
2024-11-09,22633,194,0,13,181
2024-11-10,22633,181,0,15,166
2024-11-11,22633,166,0,11,155
2024-11-12,22633,155,0,12,143
2024-11-13,22633,143,0,12,131
2024-11-14,22633,131,0,12,119
2024-11-15,22633,119,0,14,105
2024-11-16,22633,105,0,15,90
2024-11-17,22633,90,0,14,76
2024-11-18,22633,76,0,10,66
2024-11-19,22633,66,0,11,55
2024-11-20,22633,55,181,11,225
2024-11-21,22633,225,0,12,213
2024-11-22,22633,213,0,13,200
2024-11-23,22633,200,0,15,185
2024-11-24,22633,185,0,14,171
2024-11-25,22633,171,0,10,161
2024-11-26,22633,161,0,10,151
2024-11-27,22633,151,0,11,140
2024-11-28,22633,140,0,13,127
2024-11-29,22633,127,0,13,114
2024-11-30,22633,114,0,13,101
2024-12-01,22633,101,0,13,88
2024-12-02,22633,88,0,12,76
2024-12-03,22633,76,0,10,66
2024-12-04,22633,66,0,11,55
2024-12-05,22633,55,185,11,229
2024-12-06,22633,229,0,14,215
2024-12-07,22633,215,0,14,201
2024-12-08,22633,201,0,13,188
2024-12-09,22633,188,0,11,177
2024-12-10,22633,177,0,12,165
2024-12-11,22633,165,0,13,152
2024-12-12,22633,152,0,13,139
2024-12-13,22633,139,0,12,127
2024-12-14,22633,127,0,15,112
2024-12-15,22633,112,0,13,99
2024-12-16,22633,99,0,12,87
2024-12-17,22633,87,0,10,77
2024-12-18,22633,77,0,11,66
2024-12-19,22633,66,0,11,55
2024-12-20,22633,55,187,14,228
2024-12-21,22633,228,0,14,214
2024-12-22,22633,214,0,14,200
2024-12-23,22633,200,0,11,189
2024-12-24,22633,189,0,11,178
2024-12-25,22633,178,0,11,167
2024-12-26,22633,167,0,13,154
2024-12-27,22633,154,0,12,142
2024-12-28,22633,142,0,15,127
2024-12-29,22633,127,0,14,113
2024-12-30,22633,113,0,12,101
2024-12-31,22633,101,0,11,90
2025-01-01,22633,90,0,11,79
2025-01-02,22633,79,0,13,66
2025-01-03,22633,66,170,12,224
2025-01-04,22633,224,0,15,209
2025-01-05,22633,209,0,13,196
2025-01-06,22633,196,0,10,186
2025-01-07,22633,186,0,10,176
2025-01-08,22633,176,0,12,164
2025-01-09,22633,164,0,11,153
2025-01-10,22633,153,0,12,141
2025-01-11,22633,141,0,15,126
2025-01-12,22633,126,0,15,111
2025-01-13,22633,111,0,12,99
2025-01-14,22633,99,0,10,89
2025-01-15,22633,89,0,12,77
2025-01-16,22633,77,0,11,66
2025-01-17,22633,66,174,13,227
2025-01-18,22633,227,0,15,212
2025-01-19,22633,212,0,14,198
2025-01-20,22633,198,0,11,187
2025-01-21,22633,187,0,11,176
2025-01-22,22633,176,0,13,163
2025-01-23,22633,163,0,11,152
2025-01-24,22633,152,0,13,139
2025-01-25,22633,139,0,14,125
2025-01-26,22633,125,0,14,111
2025-01-27,22633,111,0,11,100
2025-01-28,22633,100,0,10,90
2025-01-29,22633,90,0,13,77
2025-01-30,22633,77,0,11,66
2025-01-31,22633,66,172,12,226
2025-02-01,22633,226,0,13,213
2025-02-02,22633,213,0,15,198
2025-02-03,22633,198,0,10,188
2025-02-04,22633,188,0,12,176
2025-02-05,22633,176,0,12,164
2025-02-06,22633,164,0,12,152
2025-02-07,22633,152,0,13,139
2025-02-08,22633,139,0,15,124
2025-02-09,22633,124,0,13,111
2025-02-10,22633,111,0,10,101
2025-02-11,22633,101,0,11,90
2025-02-12,22633,90,0,11,79
2025-02-13,22633,79,0,13,66
2025-02-14,22633,66,168,13,221
2025-02-15,22633,221,0,14,207
2025-02-16,22633,207,0,12,195
2025-02-17,22633,195,0,9,186
2025-02-18,22633,186,0,10,176
2025-02-19,22633,176,0,12,164
2025-02-20,22633,164,0,11,153
2025-02-21,22633,153,0,12,141
2025-02-22,22633,141,0,15,126
2025-02-23,22633,126,0,14,112
2025-02-24,22633,112,0,11,101
2025-02-25,22633,101,0,12,89
2025-02-26,22633,89,0,12,77
2025-02-27,22633,77,0,11,66
2025-02-28,22633,66,169,12,223
2025-03-01,22633,223,0,13,210
2025-03-02,22633,210,0,13,197
2025-03-03,22633,197,0,11,186
2025-03-04,22633,186,0,12,174
2025-03-05,22633,174,0,12,162
2025-03-06,22633,162,0,12,150
2025-03-07,22633,150,0,11,139
2025-03-08,22633,139,0,14,125
2025-03-09,22633,125,0,13,112
2025-03-10,22633,112,0,11,101
2025-03-11,22633,101,0,11,90
2025-03-12,22633,90,0,12,78
2025-03-13,22633,78,0,12,66
2025-03-14,22633,66,165,12,219
2025-03-15,22633,219,0,14,205
2025-03-16,22633,205,0,13,192
2025-03-17,22633,192,0,11,181
2025-03-18,22633,181,0,10,171
2025-03-19,22633,171,0,12,159
2025-03-20,22633,159,0,11,148
2025-03-21,22633,148,0,12,136
2025-03-22,22633,136,0,15,121
2025-03-23,22633,121,0,12,109
2025-03-24,22633,109,0,10,99
2025-03-25,22633,99,0,11,88
2025-03-26,22633,88,0,12,76
2025-03-27,22633,76,0,10,66
2025-03-28,22633,66,0,11,55
2025-03-29,22633,55,171,14,212
2025-03-30,22633,212,0,12,200
2025-03-31,22633,200,0,10,190
2025-04-01,22633,190,0,11,179
2025-04-02,22633,179,0,10,169
2025-04-03,22633,169,0,11,158
2025-04-04,22633,158,0,11,147
2025-04-05,22633,147,0,14,133
2025-04-06,22633,133,0,12,121
2025-04-07,22633,121,0,11,110
2025-04-08,22633,110,0,11,99
2025-04-09,22633,99,0,11,88
2025-04-10,22633,88,0,11,77
2025-04-11,22633,77,0,11,66
2025-04-12,22633,66,157,12,211
2025-04-13,22633,211,0,13,198
2025-04-14,22633,198,0,10,188
2025-04-15,22633,188,0,11,177
2025-04-16,22633,177,0,11,166
2025-04-17,22633,166,0,11,155
2025-04-18,22633,155,0,12,143
2025-04-19,22633,143,0,14,129
2025-04-20,22633,129,0,13,116
2025-04-21,22633,116,0,10,106
2025-04-22,22633,106,0,10,96
2025-04-23,22633,96,0,9,87
2025-04-24,22633,87,0,10,77
2025-04-25,22633,77,0,11,66
2025-04-26,22633,66,156,13,209
2025-04-27,22633,209,0,12,197
2025-04-28,22633,197,0,11,186
2025-04-29,22633,186,0,9,177
2025-04-30,22633,177,0,10,167
2025-05-01,22633,167,0,11,156
2025-05-02,22633,156,0,11,145
2025-05-03,22633,145,0,12,133
2025-05-04,22633,133,0,14,119
2025-05-05,22633,119,0,11,108
2025-05-06,22633,108,0,10,98
2025-05-07,22633,98,0,11,87
2025-05-08,22633,87,0,10,77
2025-05-09,22633,77,0,11,66
2025-05-10,22633,66,153,13,206
2025-05-11,22633,206,0,13,193
2025-05-12,22633,193,0,10,183
2025-05-13,22633,183,0,11,172
2025-05-14,22633,172,0,10,162
2025-05-15,22633,162,0,10,152
2025-05-16,22633,152,0,11,141
2025-05-17,22633,141,0,13,128
2025-05-18,22633,128,0,12,116
2025-05-19,22633,116,0,9,107
2025-05-20,22633,107,0,9,98
2025-05-21,22633,98,0,10,88
2025-05-22,22633,88,0,11,77
2025-05-23,22633,77,0,11,66
2025-05-24,22633,66,151,13,204
2025-05-25,22633,204,0,12,192
2025-05-26,22633,192,0,9,183
2025-05-27,22633,183,0,9,174
2025-05-28,22633,174,0,11,163
2025-05-29,22633,163,0,10,153
2025-05-30,22633,153,0,11,142
2025-05-31,22633,142,0,14,128
2025-06-01,22633,128,0,11,117
2025-06-02,22633,117,0,10,107
2025-06-03,22633,107,0,10,97
2025-06-04,22633,97,0,10,87
2025-06-05,22633,87,0,10,77
2025-06-06,22633,77,0,11,66
2025-06-07,22633,66,148,13,201
2025-06-08,22633,201,0,11,190
2025-06-09,22633,190,0,9,181
2025-06-10,22633,181,0,10,171
2025-06-11,22633,171,0,9,162
2025-06-12,22633,162,0,10,152
2025-06-13,22633,152,0,12,140
2025-06-14,22633,140,0,14,126
2025-06-15,22633,126,0,11,115
2025-06-16,22633,115,0,9,106
2025-06-17,22633,106,0,9,97
2025-06-18,22633,97,0,10,87
2025-06-19,22633,87,0,11,76
2025-06-20,22633,76,0,10,66
2025-06-21,22633,66,153,13,206
2025-06-22,22633,206,0,12,194
2025-06-23,22633,194,0,9,185
2025-06-24,22633,185,0,10,175
2025-06-25,22633,175,0,12,163
2025-06-26,22633,163,0,11,152
2025-06-27,22633,152,0,11,141
2025-06-28,22633,141,0,12,129
2025-06-29,22633,129,0,12,117
2025-06-30,22633,117,0,9,108
2025-07-01,22633,108,0,9,99
2025-07-02,22633,99,0,11,88
2025-07-03,22633,88,0,11,77
2025-07-04,22633,77,0,11,66
2025-07-05,22633,66,153,12,207
2025-07-06,22633,207,0,11,196
2025-07-07,22633,196,0,10,186
2025-07-08,22633,186,0,9,177
2025-07-09,22633,177,0,11,166
2025-07-10,22633,166,0,11,155
2025-07-11,22633,155,0,12,143
2025-07-12,22633,143,0,13,130
2025-07-13,22633,130,0,12,118
2025-07-14,22633,118,0,10,108
2025-07-15,22633,108,0,11,97
2025-07-16,22633,97,0,11,86
2025-07-17,22633,86,0,10,76
2025-07-18,22633,76,0,10,66
2025-07-19,22633,66,153,12,207
2025-07-20,22633,207,0,13,194
2025-07-21,22633,194,0,11,183
2025-07-22,22633,183,0,10,173
2025-07-23,22633,173,0,11,162
2025-07-24,22633,162,0,11,151
2025-07-25,22633,151,0,11,140
2025-07-26,22633,140,0,13,127
2025-07-27,22633,127,0,12,115
2025-07-28,22633,115,0,10,105
2025-07-29,22633,105,0,9,96
2025-07-30,22633,96,0,10,86
2025-07-31,22633,86,0,10,76
2025-08-01,22633,76,0,10,66
2025-08-02,22633,66,158,13,211
2025-08-03,22633,211,0,12,199
2025-08-04,22633,199,0,10,189
2025-08-05,22633,189,0,11,178
2025-08-06,22633,178,0,10,168
2025-08-07,22633,168,0,10,158
2025-08-08,22633,158,0,12,146
2025-08-09,22633,146,0,13,133
2025-08-10,22633,133,0,12,121
2025-08-11,22633,121,0,9,112
2025-08-12,22633,112,0,11,101
2025-08-13,22633,101,0,12,89
2025-08-14,22633,89,0,11,78
2025-08-15,22633,78,0,12,66
2025-08-16,22633,66,165,14,217
2025-08-17,22633,217,0,14,203
2025-08-18,22633,203,0,10,193
2025-08-19,22633,193,0,10,183
2025-08-20,22633,183,0,11,172
2025-08-21,22633,172,0,10,162
2025-08-22,22633,162,0,13,149
2025-08-23,22633,149,0,14,135
2025-08-24,22633,135,0,12,123
2025-08-25,22633,123,0,11,112
2025-08-26,22633,112,0,12,100
2025-08-27,22633,100,0,11,89
2025-08-28,22633,89,0,11,78
2025-08-29,22633,78,0,12,66
2025-08-30,22633,66,160,13,213
2025-08-31,22633,213,0,12,201
2025-09-01,22633,201,0,11,190
2025-09-02,22633,190,0,12,178
2025-09-03,22633,178,0,10,168
2025-09-04,22633,168,0,11,157
2025-09-05,22633,157,0,12,145
2025-09-06,22633,145,0,14,131
2025-09-07,22633,131,0,12,119
2025-09-08,22633,119,0,9,110
2025-09-09,22633,110,0,11,99
2025-09-10,22633,99,0,11,88
2025-09-11,22633,88,0,11,77
2025-09-12,22633,77,0,11,66
2025-09-13,22633,66,164,13,217
2025-09-14,22633,217,0,13,204
2025-09-15,22633,204,0,10,194
2025-09-16,22633,194,0,10,184
2025-09-17,22633,184,0,12,172
2025-09-18,22633,172,0,11,161
2025-09-19,22633,161,0,11,150
2025-09-20,22633,150,0,15,135
2025-09-21,22633,135,0,14,121
2025-09-22,22633,121,0,11,110
2025-09-23,22633,110,0,11,99
2025-09-24,22633,99,0,11,88
2025-09-25,22633,88,0,10,78
2025-09-26,22633,78,0,12,66
2025-09-27,22633,66,166,14,218
2025-09-28,22633,218,0,12,206
2025-09-29,22633,206,0,10,196
2025-09-30,22633,196,0,12,184
2025-10-01,22633,184,0,11,173
2025-10-02,22633,173,0,11,162
2025-10-03,22633,162,0,12,150
2025-10-04,22633,150,0,13,137
2025-10-05,22633,137,0,14,123
2025-10-06,22633,123,0,11,112
2025-10-07,22633,112,0,11,101
2025-10-08,22633,101,0,11,90
2025-10-09,22633,90,0,11,79
2025-10-10,22633,79,0,13,66
2025-10-11,22633,66,169,14,221
2025-10-12,22633,221,0,13,208
2025-10-13,22633,208,0,10,198
2025-10-14,22633,198,0,12,186
2025-10-15,22633,186,0,13,173
2025-10-16,22633,173,0,12,161
2025-10-17,22633,161,0,14,147
2025-10-18,22633,147,0,13,134
2025-10-19,22633,134,0,12,122
2025-10-20,22633,122,0,12,110
2025-10-21,22633,110,0,10,100
2025-10-22,22633,100,0,10,90
2025-10-23,22633,90,0,11,79
2025-10-24,22633,79,0,13,66
2025-10-25,22633,66,173,14,225
2025-10-26,22633,225,0,13,212
2025-10-27,22633,212,0,11,201
2025-10-28,22633,201,0,11,190
2025-10-29,22633,190,0,12,178
2025-10-30,22633,178,0,11,167
2025-10-31,22633,167,0,12,155
2025-11-01,22633,155,0,14,141
2025-11-02,22633,141,0,14,127
2025-11-03,22633,127,0,12,115
2025-11-04,22633,115,0,12,103
2025-11-05,22633,103,0,13,90
2025-11-06,22633,90,0,12,78
2025-11-07,22633,78,0,12,66
2025-11-08,22633,66,171,14,223
2025-11-09,22633,223,0,13,210
2025-11-10,22633,210,0,11,199
2025-11-11,22633,199,0,12,187
2025-11-12,22633,187,0,12,175
2025-11-13,22633,175,0,11,164
2025-11-14,22633,164,0,12,152
2025-11-15,22633,152,0,14,138
2025-11-16,22633,138,0,13,125
2025-11-17,22633,125,0,12,113
2025-11-18,22633,113,0,12,101
2025-11-19,22633,101,0,12,89
2025-11-20,22633,89,0,11,78
2025-11-21,22633,78,0,12,66
2025-11-22,22633,66,175,15,226
2025-11-23,22633,226,0,15,211
2025-11-24,22633,211,0,11,200
2025-11-25,22633,200,0,12,188
2025-11-26,22633,188,0,12,176
2025-11-27,22633,176,0,13,163
2025-11-28,22633,163,0,13,150
2025-11-29,22633,150,0,14,136
2025-11-30,22633,136,0,13,123
2025-12-01,22633,123,0,10,113
2025-12-02,22633,113,0,10,103
2025-12-03,22633,103,0,13,90
2025-12-04,22633,90,0,12,78
2025-12-05,22633,78,0,12,66
2025-12-06,22633,66,175,14,227
2025-12-07,22633,227,0,14,213
2025-12-08,22633,213,0,11,202
2025-12-09,22633,202,0,12,190
2025-12-10,22633,190,0,12,178
2025-12-11,22633,178,0,11,167
2025-12-12,22633,167,0,12,155
2025-12-13,22633,155,0,15,140
2025-12-14,22633,140,0,15,125
2025-12-15,22633,125,0,11,114
2025-12-16,22633,114,0,12,102
2025-12-17,22633,102,0,11,91
2025-12-18,22633,91,0,12,79
2025-12-19,22633,79,0,13,66
2025-12-20,22633,66,175,15,226
2025-12-21,22633,226,0,14,212
2025-12-22,22633,212,0,12,200
2025-12-23,22633,200,0,11,189
2025-12-24,22633,189,0,11,178
2025-12-25,22633,178,0,13,165
2025-12-26,22633,165,0,13,152
2025-12-27,22633,152,0,16,136
2025-12-28,22633,136,0,13,123
2025-12-29,22633,123,0,10,113
2025-12-30,22633,113,0,11,102
2025-12-31,22633,102,0,11,91
2026-01-01,22633,91,0,11,80
2026-01-02,22633,80,0,14,66
2026-01-03,22633,66,174,14,226
2026-01-04,22633,226,0,13,213
2026-01-05,22633,213,0,11,202
2026-01-06,22633,202,0,10,192
2026-01-07,22633,192,0,12,180
2026-01-08,22633,180,0,12,168
2026-01-09,22633,168,0,13,155
2026-01-10,22633,155,0,14,141
2026-01-11,22633,141,0,13,128
2026-01-12,22633,128,0,12,116
2026-01-13,22633,116,0,12,104
2026-01-14,22633,104,0,12,92
2026-01-15,22633,92,0,12,80
2026-01-16,22633,80,0,14,66
2026-01-17,22633,66,169,15,220
2026-01-18,22633,220,0,13,207
2026-01-19,22633,207,0,11,196
2026-01-20,22633,196,0,10,186
2026-01-21,22633,186,0,11,175
2026-01-22,22633,175,0,13,162
2026-01-23,22633,162,0,12,150
2026-01-24,22633,150,0,14,136
2026-01-25,22633,136,0,13,123
2026-01-26,22633,123,0,12,111
2026-01-27,22633,111,0,10,101
2026-01-28,22633,101,0,12,89
2026-01-29,22633,89,0,11,78
2026-01-30,22633,78,0,12,66
2026-01-31,22633,66,174,14,226
2026-02-01,22633,226,0,13,213
2026-02-02,22633,213,0,11,202
2026-02-03,22633,202,0,12,190
2026-02-04,22633,190,0,12,178
2026-02-05,22633,178,0,12,166
2026-02-06,22633,166,0,13,153
2026-02-07,22633,153,0,14,139
2026-02-08,22633,139,0,14,125
2026-02-09,22633,125,0,11,114
2026-02-10,22633,114,0,12,102
2026-02-11,22633,102,0,12,90
2026-02-12,22633,90,0,12,78
2026-02-13,22633,78,0,12,66
2026-02-14,22633,66,171,14,223
2026-02-15,22633,223,0,14,209
2026-02-16,22633,209,0,9,200
2026-02-17,22633,200,0,10,190
2026-02-18,22633,190,0,11,179
2026-02-19,22633,179,0,13,166
2026-02-20,22633,166,0,14,152
2026-02-21,22633,152,0,15,137
2026-02-22,22633,137,0,14,123
2026-02-23,22633,123,0,11,112
2026-02-24,22633,112,0,11,101
2026-02-25,22633,101,0,12,89
2026-02-26,22633,89,0,11,78
2026-02-27,22633,78,0,12,66
2026-02-28,22633,66,167,15,218
2026-03-01,22633,218,0,13,205
2026-03-02,22633,205,0,12,193
2026-03-03,22633,193,0,10,183
2026-03-04,22633,183,0,12,171
2026-03-05,22633,171,0,10,161
2026-03-06,22633,161,0,13,148
2026-03-07,22633,148,0,13,135
2026-03-08,22633,135,0,14,121
2026-03-09,22633,121,0,10,111
2026-03-10,22633,111,0,11,100
2026-03-11,22633,100,0,10,90
2026-03-12,22633,90,0,12,78
2026-03-13,22633,78,0,12,66
2026-03-14,22633,66,167,13,220
2026-03-15,22633,220,0,14,206
2026-03-16,22633,206,0,11,195
2026-03-17,22633,195,0,11,184
2026-03-18,22633,184,0,11,173
2026-03-19,22633,173,0,11,162
2026-03-20,22633,162,0,13,149
2026-03-21,22633,149,0,15,134
2026-03-22,22633,134,0,13,121
2026-03-23,22633,121,0,10,111
2026-03-24,22633,111,0,10,101
2026-03-25,22633,101,0,11,90
2026-03-26,22633,90,0,12,78
2026-03-27,22633,78,0,12,66
2026-03-28,22633,66,164,15,215
2026-03-29,22633,215,0,12,203
2026-03-30,22633,203,0,10,193
2026-03-31,22633,193,0,9,184
2026-04-01,22633,184,0,11,173
2026-04-02,22633,173,0,11,162
2026-04-03,22633,162,0,13,149
2026-04-04,22633,149,0,14,135
2026-04-05,22633,135,0,12,123
2026-04-06,22633,123,0,11,112
2026-04-07,22633,112,0,12,100
2026-04-08,22633,100,0,11,89
2026-04-09,22633,89,0,12,77
2026-04-10,22633,77,0,11,66
2026-04-11,22633,66,151,12,205
2026-04-12,22633,205,0,13,192
2026-04-13,22633,192,0,10,182
2026-04-14,22633,182,0,9,173
2026-04-15,22633,173,0,10,163
2026-04-16,22633,163,0,10,153
2026-04-17,22633,153,0,10,143
2026-04-18,22633,143,0,14,129
2026-04-19,22633,129,0,12,117
2026-04-20,22633,117,0,10,107
2026-04-21,22633,107,0,10,97
2026-04-22,22633,97,0,10,87
2026-04-23,22633,87,0,10,77
2026-04-24,22633,77,0,11,66
2026-04-25,22633,66,156,14,208
2026-04-26,22633,208,0,12,196
2026-04-27,22633,196,0,9,187
2026-04-28,22633,187,0,9,178
2026-04-29,22633,178,0,12,166
2026-04-30,22633,166,0,12,154
2026-05-01,22633,154,0,11,143
2026-05-02,22633,143,0,14,129
2026-05-03,22633,129,0,13,116
2026-05-04,22633,116,0,9,107
2026-05-05,22633,107,0,9,98
2026-05-06,22633,98,0,10,88
2026-05-07,22633,88,0,10,78
2026-05-08,22633,78,0,12,66
2026-05-09,22633,66,151,13,204
2026-05-10,22633,204,0,12,192
2026-05-11,22633,192,0,8,184
2026-05-12,22633,184,0,10,174
2026-05-13,22633,174,0,10,164
2026-05-14,22633,164,0,10,154
2026-05-15,22633,154,0,11,143
2026-05-16,22633,143,0,12,131
2026-05-17,22633,131,0,12,119
2026-05-18,22633,119,0,10,109
2026-05-19,22633,109,0,11,98
2026-05-20,22633,98,0,11,87
2026-05-21,22633,87,0,10,77
2026-05-22,22633,77,0,11,66
2026-05-23,22633,66,150,12,204
2026-05-24,22633,204,0,13,191
2026-05-25,22633,191,0,9,182
2026-05-26,22633,182,0,9,173
2026-05-27,22633,173,0,10,163
2026-05-28,22633,163,0,11,152
2026-05-29,22633,152,0,12,140
2026-05-30,22633,140,0,13,127
2026-05-31,22633,127,0,11,116
2026-06-01,22633,116,0,10,106
2026-06-02,22633,106,0,9,97
2026-06-03,22633,97,0,10,87
2026-06-04,22633,87,0,11,76
2026-06-05,22633,76,0,10,66
2026-06-06,22633,66,156,14,208
2026-06-07,22633,208,0,13,195
2026-06-08,22633,195,0,8,187
2026-06-09,22633,187,0,10,177
2026-06-10,22633,177,0,11,166
2026-06-11,22633,166,0,10,156
2026-06-12,22633,156,0,12,144
2026-06-13,22633,144,0,13,131
2026-06-14,22633,131,0,12,119
2026-06-15,22633,119,0,10,109
2026-06-16,22633,109,0,11,98
2026-06-17,22633,98,0,10,88
2026-06-18,22633,88,0,11,77
2026-06-19,22633,77,0,11,66
2026-06-20,22633,66,153,13,206
2026-06-21,22633,206,0,12,194
2026-06-22,22633,194,0,9,185
2026-06-23,22633,185,0,9,176
2026-06-24,22633,176,0,10,166
2026-06-25,22633,166,0,10,156
2026-06-26,22633,156,0,11,145
2026-06-27,22633,145,0,12,133
2026-06-28,22633,133,0,11,122
2026-06-29,22633,122,0,11,111
2026-06-30,22633,111,0,10,101
2026-07-01,22633,101,0,11,90
2026-07-02,22633,90,0,12,78
2026-07-03,22633,78,0,12,66
2026-07-04,22633,66,153,14,205
2026-07-05,22633,205,0,13,192
2026-07-06,22633,192,0,8,184
2026-07-07,22633,184,0,10,174
2026-07-08,22633,174,0,10,164
2026-07-09,22633,164,0,10,154
2026-07-10,22633,154,0,10,144
2026-07-11,22633,144,0,13,131
2026-07-12,22633,131,0,13,118
2026-07-13,22633,118,0,9,109
2026-07-14,22633,109,0,11,98
2026-07-15,22633,98,0,10,88
2026-07-16,22633,88,0,10,78
2026-07-17,22633,78,0,12,66
2026-07-18,22633,66,152,13,205
2026-07-19,22633,205,0,12,193
2026-07-20,22633,193,0,9,184
2026-07-21,22633,184,0,9,175
2026-07-22,22633,175,0,11,164
2026-07-23,22633,164,0,10,154
2026-07-24,22633,154,0,12,142
2026-07-25,22633,142,0,12,130
2026-07-26,22633,130,0,11,119
2026-07-27,22633,119,0,9,110
2026-07-28,22633,110,0,10,100
2026-07-29,22633,100,0,11,89
2026-07-30,22633,89,0,11,78
2026-07-31,22633,78,0,12,66
2026-08-01,22633,66,158,14,210
2026-08-02,22633,210,0,12,198
2026-08-03,22633,198,0,11,187
2026-08-04,22633,187,0,10,177
2026-08-05,22633,177,0,11,166
2026-08-06,22633,166,0,10,156
2026-08-07,22633,156,0,12,144
2026-08-08,22633,144,0,14,130
2026-08-09,22633,130,0,13,117
2026-08-10,22633,117,0,9,108
2026-08-11,22633,108,0,9,99
2026-08-12,22633,99,0,12,87
2026-08-13,22633,87,0,10,77
2026-08-14,22633,77,0,11,66
2026-08-15,22633,66,108,14,160
2026-08-16,22633,160,0,12,148
2026-08-17,22633,148,0,10,138
2026-08-18,22633,138,0,11,127
2026-08-19,22633,127,0,10,117
2026-08-20,22633,117,0,12,105
2026-08-21,22633,105,0,11,94
2026-08-22,22633,94,0,14,80
2026-08-23,22633,80,0,14,66
2026-08-24,22633,66,185,11,240
2026-08-25,22633,240,0,11,229
2026-08-26,22633,229,0,11,218
2026-08-27,22633,218,0,12,206
2026-08-28,22633,206,0,11,195
2026-08-29,22633,195,0,14,181
2026-08-30,22633,181,0,12,169
2026-08-31,22633,169,0,10,159
2026-09-01,22633,159,0,11,148
2026-09-02,22633,148,0,10,138
2026-09-03,22633,138,0,11,127
2026-09-04,22633,127,0,13,114
2026-09-05,22633,114,0,14,100
2026-09-06,22633,100,0,13,87
2026-09-07,22633,87,0,11,76
2026-09-08,22633,76,0,10,66
2026-09-09,22633,66,0,12,54
2026-09-10,22633,54,0,13,41
2026-09-11,22633,41,0,13,28
2026-09-12,22633,28,0,15,13
2026-09-13,22633,13,0,13,0
2024-09-14,22632,493,0,20,473
2024-09-15,22632,473,0,21,452
2024-09-16,22632,452,0,17,435
