date,sku,units,selling_price,in_stock,promotion_id,opening_stock,received_units
2025-11-05,22632,14,1.85,true,,128,0
2025-11-06,22632,14,1.85,true,,114,0
2025-11-07,22632,16,1.85,true,,100,0
2025-11-08,22632,17,1.85,true,,84,210
2025-11-09,22632,17,1.85,true,,277,0
2025-11-10,22632,12,1.85,true,,260,0
2025-11-11,22632,14,1.85,true,,248,0
2025-11-12,22632,14,1.85,true,,234,0
2025-11-13,22632,15,1.85,true,,220,0
2025-11-14,22632,16,1.85,true,,205,0
2025-11-15,22632,17,1.85,true,,189,0
2025-11-16,22632,17,1.85,true,,172,0
2025-11-17,22632,14,1.85,true,,155,0
2025-11-18,22632,13,1.85,true,,141,0
2025-11-19,22632,15,1.85,true,,128,0
2025-11-20,22632,15,1.85,true,,113,0
2025-11-21,22632,14,1.85,true,,98,0
2025-11-22,22632,18,1.85,true,,84,204
2025-11-23,22632,16,1.85,true,,270,0
2025-11-24,22632,14,1.85,true,,254,0
2025-11-25,22632,13,1.85,true,,240,0
2025-11-26,22632,14,1.85,true,,227,0
2025-11-27,22632,14,1.85,true,,213,0
2025-11-28,22632,15,1.85,true,,199,0
2025-11-29,22632,16,1.85,true,,184,0
2025-11-30,22632,16,1.85,true,,168,0
2025-12-01,22632,12,1.85,true,,152,0
2025-12-02,22632,13,1.85,true,,140,0
2025-12-03,22632,14,1.85,true,,127,0
2025-12-04,22632,14,1.85,true,,113,0
2025-12-05,22632,15,1.85,true,,99,0
2025-12-06,22632,18,1.85,true,,84,206
2025-12-07,22632,17,1.85,true,,272,0
2025-12-08,22632,13,1.85,true,,255,0
2025-12-09,22632,14,1.85,true,,242,0
2025-12-10,22632,15,1.85,true,,228,0
2025-12-11,22632,13,1.85,true,,213,0
2025-12-12,22632,16,1.85,true,,200,0
2025-12-13,22632,16,1.85,true,,184,0
2025-12-14,22632,16,1.85,true,,168,0
2025-12-15,22632,12,1.85,true,,152,0
2025-12-16,22632,12,1.85,true,,140,0
2025-12-17,22632,14,1.85,true,,128,0
2025-12-18,22632,14,1.85,true,,114,0
2025-12-19,22632,16,1.85,true,,100,0
2025-12-20,22632,18,1.85,true,,84,207
2025-12-21,22632,17,1.85,true,,273,0
2025-12-22,22632,13,1.85,true,,256,0
2025-12-23,22632,14,1.85,true,,243,0
2025-12-24,22632,15,1.85,true,,229,0
2025-12-25,22632,13,1.85,true,,214,0
2025-12-26,22632,16,1.85,true,,201,0
2025-12-27,22632,17,1.85,true,,185,0
2025-12-28,22632,17,1.85,true,,168,0
2025-12-29,22632,13,1.85,true,,151,0
2025-12-30,22632,12,1.85,true,,138,0
2025-12-31,22632,14,1.85,true,,126,0
2026-01-01,22632,13,1.85,true,,112,0
2026-01-02,22632,15,1.85,true,,99,0
2026-01-03,22632,16,1.85,true,,84,198
2026-01-04,22632,15,1.85,true,,266,0
2026-01-05,22632,12,1.85,true,,251,0
2026-01-06,22632,14,1.85,true,,239,0
2026-01-07,22632,12,1.85,true,,225,0
2026-01-08,22632,15,1.85,true,,213,0
2026-01-09,22632,14,1.85,true,,198,0
2026-01-10,22632,16,1.85,true,,184,0
2026-01-11,22632,15,1.85,true,,168,0
2026-01-12,22632,13,1.85,true,,153,0
2026-01-13,22632,13,1.85,true,,140,0
2026-01-14,22632,14,1.85,true,,127,0
2026-01-15,22632,15,1.85,true,,113,0
2026-01-16,22632,14,1.85,true,,98,0
2026-01-17,22632,16,1.85,true,,84,202
2026-01-18,22632,17,1.85,true,,270,0
2026-01-19,22632,13,1.85,true,,253,0
2026-01-20,22632,14,1.85,true,,240,0
2026-01-21,22632,14,1.85,true,,226,0
2026-01-22,22632,13,1.85,true,,212,0
2026-01-23,22632,15,1.85,true,,199,0
2026-01-24,22632,16,1.85,true,,184,0
2026-01-25,22632,15,1.85,true,,168,0
2026-01-26,22632,14,1.85,true,,153,0
2026-01-27,22632,14,1.85,true,,139,0
2026-01-28,22632,13,1.85,true,,125,0
2026-01-29,22632,14,1.85,true,,112,0
2026-01-30,22632,14,1.85,true,,98,0
2026-01-31,22632,17,1.85,true,,84,196
2026-02-01,22632,17,1.85,true,,263,0
2026-02-02,22632,12,1.85,true,,246,0
2026-02-03,22632,12,1.85,true,,234,0
2026-02-04,22632,14,1.85,true,,222,0
2026-02-05,22632,13,1.85,true,,208,0
2026-02-06,22632,15,1.85,true,,195,0
2026-02-07,22632,17,1.85,true,,180,0
2026-02-08,22632,15,1.85,true,,163,0
2026-02-09,22632,11,1.85,true,,148,0
2026-02-10,22632,13,1.85,true,,137,0
2026-02-11,22632,13,1.85,true,,124,0
2026-02-12,22632,14,1.85,true,,111,0
2026-02-13,22632,13,1.85,true,,97,0
2026-02-14,22632,17,1.85,true,,84,190
2026-02-15,22632,14,1.85,true,,257,0
2026-02-16,22632,11,1.85,true,,243,0
2026-02-17,22632,12,1.85,true,,232,0
2026-02-18,22632,13,1.85,true,,220,0
2026-02-19,22632,13,1.85,true,,207,0
2026-02-20,22632,15,1.85,true,,194,0
2026-02-21,22632,16,1.85,true,,179,0
2026-02-22,22632,14,1.85,true,,163,0
2026-02-23,22632,12,1.85,true,,149,0
2026-02-24,22632,11,1.85,true,,137,0
2026-02-25,22632,13,1.85,true,,126,0
2026-02-26,22632,14,1.85,true,,113,0
2026-02-27,22632,15,1.85,true,,99,0
2026-02-28,22632,16,1.85,true,,84,179
2026-03-01,22632,14,1.85,true,,247,0
2026-03-02,22632,13,1.85,true,,233,0
2026-03-03,22632,11,1.85,true,,220,0
2026-03-04,22632,11,1.85,true,,209,0
2026-03-05,22632,12,1.85,true,,198,0
2026-03-06,22632,14,1.85,true,,186,0
2026-03-07,22632,14,1.85,true,,172,0
2026-03-08,22632,14,1.85,true,,158,0
2026-03-09,22632,12,1.85,true,,144,0
2026-03-10,22632,11,1.85,true,,132,0
2026-03-11,22632,11,1.85,true,,121,0
2026-03-12,22632,13,1.85,true,,110,0
2026-03-13,22632,13,1.85,true,,97,0
2026-03-14,22632,15,1.85,true,,84,174
2026-03-15,22632,15,1.85,true,,243,0
2026-03-16,22632,11,1.85,true,,228,0
2026-03-17,22632,12,1.85,true,,217,0
2026-03-18,22632,11,1.85,true,,205,0
2026-03-19,22632,12,1.85,true,,194,0
2026-03-20,22632,13,1.85,true,,182,0
2026-03-21,22632,14,1.85,true,,169,0
2026-03-22,22632,14,1.85,true,,155,0
2026-03-23,22632,11,1.85,true,,141,0
2026-03-24,22632,11,1.85,true,,130,0
2026-03-25,22632,11,1.85,true,,119,0
2026-03-26,22632,12,1.85,true,,108,0
2026-03-27,22632,12,1.85,true,,96,0
2026-03-28,22632,14,1.85,true,,84,0
2026-03-29,22632,14,1.85,true,,70,189
2026-03-30,22632,12,1.85,true,,245,0
2026-03-31,22632,10,1.85,true,,233,0
2026-04-01,22632,10,1.85,true,,223,0
2026-04-02,22632,13,1.85,true,,213,0
2026-04-03,22632,13,1.85,true,,200,0
2026-04-04,22632,14,1.85,true,,187,0
2026-04-05,22632,15,1.85,true,,173,0
2026-04-06,22632,11,1.85,true,,158,0
2026-04-07,22632,10,1.85,true,,147,0
2026-04-08,22632,13,1.85,true,,137,0
2026-04-09,22632,11,1.85,true,,124,0
2026-04-10,22632,14,1.85,true,,113,0
2026-04-11,22632,15,1.85,true,,99,0
2026-04-12,22632,14,1.85,true,,84,0
2026-04-13,22632,10,1.85,true,,70,184
2026-04-14,22632,12,1.85,true,,244,0
2026-04-15,22632,12,1.85,true,,232,0
2026-04-16,22632,13,1.85,true,,220,0
2026-04-17,22632,13,1.85,true,,207,0
2026-04-18,22632,13,1.85,true,,194,0
2026-04-19,22632,14,1.85,true,,181,0
2026-04-20,22632,10,1.85,true,,167,0
2026-04-21,22632,11,1.85,true,,157,0
2026-04-22,22632,12,1.85,true,,146,0
2026-04-23,22632,11,1.85,true,,134,0
2026-04-24,22632,13,1.85,true,,123,0
2026-04-25,22632,13,1.85,true,,110,0
2026-04-26,22632,13,1.85,true,,97,0
2026-04-27,22632,10,1.85,true,,84,0
2026-04-28,22632,10,1.85,true,,74,178
2026-04-29,22632,12,1.85,true,,242,0
2026-04-30,22632,13,1.85,true,,230,0
2026-05-01,22632,12,1.85,true,,217,0
2026-05-02,22632,13,1.85,true,,205,0
2026-05-03,22632,13,1.85,true,,192,0
2026-05-04,22632,11,1.85,true,,179,0
2026-05-05,22632,10,1.85,true,,168,0
2026-05-06,22632,11,1.85,true,,158,0
2026-05-07,22632,11,1.85,true,,147,0
2026-05-08,22632,13,1.85,true,,136,0
2026-05-09,22632,15,1.85,true,,123,0
2026-05-10,22632,13,1.85,true,,108,0
2026-05-11,22632,11,1.85,true,,95,0
2026-05-12,22632,11,1.85,true,,84,0
2026-05-13,22632,10,1.85,true,,73,174
2026-05-14,22632,11,1.85,true,,237,0
2026-05-15,22632,13,1.85,true,,226,0
2026-05-16,22632,14,1.85,true,,213,0
2026-05-17,22632,12,1.85,true,,199,0
2026-05-18,22632,9,1.85,true,,187,0
2026-05-19,22632,11,1.85,true,,178,0
2026-05-20,22632,11,1.85,true,,167,0
2026-05-21,22632,12,1.85,true,,156,0
2026-05-22,22632,13,1.85,true,,144,0
2026-05-23,22632,12,1.85,true,,131,0
2026-05-24,22632,14,1.85,true,,119,0
2026-05-25,22632,10,1.85,true,,105,0
2026-05-26,22632,11,1.85,true,,95,0
2026-05-27,22632,10,1.85,true,,84,0
2026-05-28,22632,10,1.85,true,,74,166
2026-05-29,22632,12,1.85,true,,230,0
2026-05-30,22632,12,1.85,true,,218,0
2026-05-31,22632,12,1.85,true,,206,0
2026-06-01,22632,10,1.85,true,,194,0
2026-06-02,22632,10,1.85,true,,184,0
2026-06-03,22632,10,1.85,true,,174,0
2026-06-04,22632,11,1.85,true,,164,0
2026-06-05,22632,12,1.85,true,,153,0
2026-06-06,22632,14,1.85,true,,141,0
2026-06-07,22632,13,1.85,true,,127,0
2026-06-08,22632,10,1.85,true,,114,0
2026-06-09,22632,10,1.85,true,,104,0
2026-06-10,22632,10,1.85,true,,94,0
2026-06-11,22632,11,1.85,true,,84,0
2026-06-12,22632,12,1.85,true,,73,168
2026-06-13,22632,14,1.85,true,,229,0
2026-06-14,22632,13,1.85,true,,215,0
2026-06-15,22632,9,1.85,true,,202,0
2026-06-16,22632,10,1.85,true,,193,0
2026-06-17,22632,11,1.85,true,,183,0
2026-06-18,22632,11,1.85,true,,172,0
2026-06-19,22632,12,1.85,true,,161,0
2026-06-20,22632,13,1.85,true,,149,0
2026-06-21,22632,11,1.85,true,,136,0
2026-06-22,22632,10,1.85,true,,125,0
2026-06-23,22632,11,1.85,true,,115,0
2026-06-24,22632,10,1.85,true,,104,0
2026-06-25,22632,10,1.85,true,,94,0
2026-06-26,22632,12,1.85,true,,84,0
2026-06-27,22632,13,1.85,true,,72,169
2026-06-28,22632,13,1.85,true,,228,0
2026-06-29,22632,9,1.85,true,,215,0
2026-06-30,22632,9,1.85,true,,206,0
2026-07-01,22632,12,1.85,true,,197,0
2026-07-02,22632,11,1.85,true,,185,0
2026-07-03,22632,10,1.85,true,,174,0
2026-07-04,22632,14,1.85,true,,164,0
2026-07-05,22632,13,1.85,true,,150,0
2026-07-06,22632,9,1.85,true,,137,0
2026-07-07,22632,10,1.85,true,,128,0
2026-07-08,22632,12,1.85,true,,118,0
2026-07-09,22632,10,1.85,true,,106,0
2026-07-10,22632,12,1.85,true,,96,0
2026-07-11,22632,13,1.85,true,,84,0
2026-07-12,22632,13,1.85,true,,71,167
2026-07-13,22632,8,1.85,true,,225,0
2026-07-14,22632,10,1.85,true,,217,0
2026-07-15,22632,10,1.85,true,,207,0
2026-07-16,22632,12,1.85,true,,197,0
2026-07-17,22632,12,1.85,true,,185,0
2026-07-18,22632,13,1.85,true,,173,0
2026-07-19,22632,11,1.85,true,,160,0
2026-07-20,22632,11,1.85,true,,149,0
2026-07-21,22632,11,1.85,true,,138,0
2026-07-22,22632,9,1.85,true,,127,0
2026-07-23,22632,10,1.85,true,,118,0
2026-07-24,22632,12,1.85,true,,108,0
2026-07-25,22632,12,1.85,true,,96,0
2026-07-26,22632,12,1.85,true,,84,0
2026-07-27,22632,10,1.85,true,,72,164
2026-07-28,22632,10,1.85,true,,226,0
2026-07-29,22632,10,1.85,true,,216,0
2026-07-30,22632,9,1.85,true,,206,0
2026-07-31,22632,11,1.85,true,,197,0
2026-08-01,22632,14,1.85,true,,186,0
2026-08-02,22632,11,1.85,true,,172,0
2026-08-03,22632,11,1.85,true,,161,0
2026-08-04,22632,11,1.85,true,,150,0
2026-08-05,22632,9,1.85,true,,139,0
2026-08-06,22632,11,1.85,true,,130,0
2026-08-07,22632,11,1.85,true,,119,0
2026-08-08,22632,12,1.85,true,,108,0
2026-08-09,22632,12,1.85,true,,96,0
2026-08-10,22632,10,1.85,true,,84,0
2026-08-11,22632,9,1.85,true,,74,152
2026-08-12,22632,10,1.85,true,,217,0
2026-08-13,22632,11,1.85,true,,207,0
2026-08-14,22632,12,1.85,true,,196,0
2026-08-15,22632,12,1.85,true,,184,0
2026-08-16,22632,12,1.85,true,,172,0
2026-08-17,22632,9,1.85,true,,160,0
2026-08-18,22632,9,1.85,true,,151,0
2026-08-19,22632,11,1.85,true,,142,0
2026-08-20,22632,10,1.85,true,,131,0
2026-08-21,22632,12,1.85,true,,121,0
2026-08-22,22632,14,1.85,true,,109,0
2026-08-23,22632,11,1.85,true,,95,0
2026-08-24,22632,9,1.85,true,,84,765
2026-08-25,22632,9,1.85,true,,840,0
2026-08-26,22632,12,1.85,true,,831,0
2026-08-27,22632,11,1.85,true,,819,0
2026-08-28,22632,11,1.85,true,,808,0
2026-08-29,22632,14,1.85,true,,797,0
2026-08-30,22632,13,1.85,true,,783,0
2026-08-31,22632,9,1.85,true,,770,0
2026-09-01,22632,10,1.85,true,,761,0
2026-09-02,22632,10,1.85,true,,751,0
2026-09-03,22632,11,1.85,true,,741,0
2026-09-04,22632,10,1.85,true,,730,0
2026-09-05,22632,14,1.85,true,,720,0
2026-09-06,22632,12,1.85,true,,706,0
2026-09-07,22632,10,1.85,true,,694,0
2026-09-08,22632,10,1.85,true,,684,0
2026-09-09,22632,10,1.85,true,,674,0
2026-09-10,22632,11,1.85,true,,664,0
2026-09-11,22632,13,1.85,true,,653,0
2026-09-12,22632,12,1.85,true,,640,0
2026-09-13,22632,14,1.85,true,,628,0
2024-09-14,84879,21,1.69,true,,520,0
2024-09-15,84879,19,1.69,true,,499,0
2024-09-16,84879,15,1.69,true,,480,0
2024-09-17,84879,16,1.69,true,,465,0
2024-09-18,84879,17,1.69,true,,449,0
2024-09-19,84879,18,1.69,true,,432,0
2024-09-20,84879,18,1.69,true,,414,0
2024-09-21,84879,22,1.69,true,,396,0
2024-09-22,84879,20,1.69,true,,374,0
2024-09-23,84879,17,1.69,true,,354,0
2024-09-24,84879,16,1.69,true,,337,0
2024-09-25,84879,18,1.69,true,,321,0
2024-09-26,84879,19,1.69,true,,303,0
2024-09-27,84879,18,1.69,true,,284,0
2024-09-28,84879,23,1.69,true,,266,0
2024-09-29,84879,20,1.69,true,,243,0
2024-09-30,84879,15,1.69,true,,223,0
2024-10-01,84879,17,1.69,true,,208,0
2024-10-02,84879,18,1.69,true,,191,0
2024-10-03,84879,17,1.69,true,,173,0
2024-10-04,84879,20,1.69,true,,156,0
2024-10-05,84879,22,1.69,true,,136,0
2024-10-06,84879,20,1.69,true,,114,0
2024-10-07,84879,16,1.69,true,,94,267
2024-10-08,84879,16,1.69,true,,345,0
2024-10-09,84879,17,1.69,true,,329,0
2024-10-10,84879,17,1.69,true,,312,0
2024-10-11,84879,18,1.69,true,,295,0
2024-10-12,84879,22,1.69,true,,277,0
2024-10-13,84879,20,1.69,true,,255,0
2024-10-14,84879,17,1.69,true,,235,0
2024-10-15,84879,16,1.69,true,,218,0
2024-10-16,84879,18,1.69,true,,202,0
2024-10-17,84879,19,1.69,true,,184,0
2024-10-18,84879,19,1.69,true,,165,0
2024-10-19,84879,23,1.69,true,,146,0
2024-10-20,84879,21,1.69,true,,123,0
2024-10-21,84879,15,1.69,true,,102,0
2024-10-22,84879,16,1.69,true,,87,275
2024-10-23,84879,18,1.69,true,,346,0
2024-10-24,84879,19,1.69,true,,328,0
2024-10-25,84879,19,1.69,true,,309,0
2024-10-26,84879,22,1.69,true,,290,0
2024-10-27,84879,20,1.69,true,,268,0
2024-10-28,84879,17,1.69,true,,248,0
2024-10-29,84879,16,1.69,true,,231,0
2024-10-30,84879,18,1.69,true,,215,0
2024-10-31,84879,18,1.69,true,,197,0
2024-11-01,84879,19,1.69,true,,179,0
2024-11-02,84879,21,1.69,true,,160,0
2024-11-03,84879,20,1.69,true,,139,0
2024-11-04,84879,17,1.69,true,,119,0
2024-11-05,84879,18,1.69,true,,102,268
2024-11-06,84879,19,1.69,true,,352,0
2024-11-07,84879,19,1.69,true,,333,0
2024-11-08,84879,19,1.69,true,,314,0
2024-11-09,84879,22,1.69,true,,295,0
2024-11-10,84879,20,1.69,true,,273,0
2024-11-11,84879,17,1.69,true,,253,0
2024-11-12,84879,18,1.69,true,,236,0
2024-11-13,84879,17,1.69,true,,218,0
2024-11-14,84879,19,1.69,true,,201,0
2024-11-15,84879,21,1.69,true,,182,0
2024-11-16,84879,22,1.69,true,,161,0
2024-11-17,84879,20,1.69,true,,139,0
2024-11-18,84879,17,1.69,true,,119,0
2024-11-19,84879,19,1.69,true,,102,273
2024-11-20,84879,19,1.69,true,,356,0
2024-11-21,84879,18,1.69,true,,337,0
2024-11-22,84879,19,1.69,true,,319,0
2024-11-23,84879,23,1.69,true,,300,0
2024-11-24,84879,22,1.69,true,,277,0
2024-11-25,84879,16,1.69,true,,255,0
2024-11-26,84879,18,1.69,true,,239,0
2024-11-27,84879,19,1.69,true,,221,0
2024-11-28,84879,19,1.69,true,,202,0
2024-11-29,84879,20,1.69,true,,183,0
2024-11-30,84879,22,1.69,true,,163,0
2024-12-01,84879,22,1.69,true,,141,0
2024-12-02,84879,17,1.69,true,,119,0
2024-12-03,84879,17,1.69,true,,102,0
2024-12-04,84879,17,1.69,true,,85,289
2024-12-05,84879,19,1.69,true,,357,0
2024-12-06,84879,20,1.69,true,,338,0
2024-12-07,84879,24,1.69,true,,318,0
2024-12-08,84879,21,1.69,true,,294,0
2024-12-09,84879,16,1.69,true,,273,0
2024-12-10,84879,19,1.69,true,,257,0
2024-12-11,84879,17,1.69,true,,238,0
2024-12-12,84879,18,1.69,true,,221,0
2024-12-13,84879,21,1.69,true,,203,0
2024-12-14,84879,23,1.69,true,,182,0
2024-12-15,84879,21,1.69,true,,159,0
2024-12-16,84879,17,1.69,true,,138,0
2024-12-17,84879,19,1.69,true,,121,0
2024-12-18,84879,18,1.69,true,,102,270
2024-12-19,84879,19,1.69,true,,354,0
2024-12-20,84879,21,1.69,true,,335,0
2024-12-21,84879,23,1.69,true,,314,0
2024-12-22,84879,21,1.69,true,,291,0
2024-12-23,84879,16,1.69,true,,270,0
2024-12-24,84879,18,1.69,true,,254,0
2024-12-25,84879,17,1.69,true,,236,0
2024-12-26,84879,18,1.69,true,,219,0
2024-12-27,84879,21,1.69,true,,201,0
2024-12-28,84879,23,1.69,true,,180,0
2024-12-29,84879,22,1.69,true,,157,0
2024-12-30,84879,16,1.69,true,,135,0
2024-12-31,84879,17,1.69,true,,119,0
2025-01-01,84879,17,1.69,true,,102,0
2025-01-02,84879,18,1.69,true,,85,286
2025-01-03,84879,20,1.69,true,,353,0
2025-01-04,84879,23,1.69,true,,333,0
2025-01-05,84879,22,1.69,true,,310,0
2025-01-06,84879,16,1.69,true,,288,0
2025-01-07,84879,17,1.69,true,,272,0
2025-01-08,84879,19,1.69,true,,255,0
2025-01-09,84879,20,1.69,true,,236,0
2025-01-10,84879,19,1.69,true,,216,0
2025-01-11,84879,23,1.69,true,,197,0
2025-01-12,84879,22,1.69,true,,174,0
2025-01-13,84879,16,1.69,true,,152,0
2025-01-14,84879,17,1.69,true,,136,0
2025-01-15,84879,17,1.69,true,,119,0
2025-01-16,84879,18,1.69,true,,102,261
2025-01-17,84879,21,1.69,true,,345,0
2025-01-18,84879,21,1.69,true,,324,0
2025-01-19,84879,21,1.69,true,,303,0
2025-01-20,84879,16,1.69,true,,282,0
2025-01-21,84879,17,1.69,true,,266,0
2025-01-22,84879,17,1.69,true,,249,0
2025-01-23,84879,18,1.69,true,,232,0
2025-01-24,84879,21,1.69,true,,214,0
2025-01-25,84879,21,1.69,true,,193,0
2025-01-26,84879,20,1.69,true,,172,0
2025-01-27,84879,16,1.69,true,,152,0
2025-01-28,84879,17,1.69,true,,136,0
2025-01-29,84879,17,1.69,true,,119,0
2025-01-30,84879,18,1.69,true,,102,266
2025-01-31,84879,19,1.69,true,,350,0
2025-02-01,84879,22,1.69,true,,331,0
2025-02-02,84879,22,1.69,true,,309,0
2025-02-03,84879,16,1.69,true,,287,0
2025-02-04,84879,17,1.69,true,,271,0
2025-02-05,84879,18,1.69,true,,254,0
2025-02-06,84879,17,1.69,true,,236,0
2025-02-07,84879,20,1.69,true,,219,0
2025-02-08,84879,22,1.69,true,,199,0
2025-02-09,84879,22,1.69,true,,177,0
2025-02-10,84879,17,1.69,true,,155,0
2025-02-11,84879,18,1.69,true,,138,0
2025-02-12,84879,18,1.69,true,,120,0
2025-02-13,84879,19,1.69,true,,102,260
2025-02-14,84879,20,1.69,true,,343,0
2025-02-15,84879,22,1.69,true,,323,0
2025-02-16,84879,20,1.69,true,,301,0
2025-02-17,84879,17,1.69,true,,281,0
2025-02-18,84879,18,1.69,true,,264,0
2025-02-19,84879,16,1.69,true,,246,0
2025-02-20,84879,19,1.69,true,,230,0
2025-02-21,84879,19,1.69,true,,211,0
2025-02-22,84879,22,1.69,true,,192,0
2025-02-23,84879,19,1.69,true,,170,0
2025-02-24,84879,15,1.69,true,,151,0
2025-02-25,84879,16,1.69,true,,136,0
2025-02-26,84879,18,1.69,true,,120,0
2025-02-27,84879,17,1.69,true,,102,0
2025-02-28,84879,19,1.69,true,,85,277
2025-03-01,84879,23,1.69,true,,343,0
2025-03-02,84879,22,1.69,true,,320,0
2025-03-03,84879,15,1.69,true,,298,0
2025-03-04,84879,17,1.69,true,,283,0
2025-03-05,84879,16,1.69,true,,266,0
2025-03-06,84879,17,1.69,true,,250,0
2025-03-07,84879,19,1.69,true,,233,0
2025-03-08,84879,21,1.69,true,,214,0
2025-03-09,84879,21,1.69,true,,193,0
2025-03-10,84879,16,1.69,true,,172,0
2025-03-11,84879,18,1.69,true,,156,0
2025-03-12,84879,18,1.69,true,,138,0
2025-03-13,84879,18,1.69,true,,120,0
2025-03-14,84879,20,1.69,true,,102,250
2025-03-15,84879,20,1.69,true,,332,0
2025-03-16,84879,19,1.69,true,,312,0
2025-03-17,84879,15,1.69,true,,293,0
2025-03-18,84879,16,1.69,true,,278,0
2025-03-19,84879,18,1.69,true,,262,0
2025-03-20,84879,17,1.69,true,,244,0
2025-03-21,84879,20,1.69,true,,227,0
2025-03-22,84879,21,1.69,true,,207,0
2025-03-23,84879,20,1.69,true,,186,0
2025-03-24,84879,16,1.69,true,,166,0
2025-03-25,84879,15,1.69,true,,150,0
2025-03-26,84879,16,1.69,true,,135,0
2025-03-27,84879,17,1.69,true,,119,0
2025-03-28,84879,17,1.69,true,,102,0
2025-03-29,84879,20,1.69,true,,85,266
2025-03-30,84879,19,1.69,true,,331,0
2025-03-31,84879,16,1.69,true,,312,0
2025-04-01,84879,17,1.69,true,,296,0
2025-04-02,84879,17,1.69,true,,279,0
2025-04-03,84879,18,1.69,true,,262,0
2025-04-04,84879,19,1.69,true,,244,0
2025-04-05,84879,21,1.69,true,,225,0
2025-04-06,84879,19,1.69,true,,204,0
2025-04-07,84879,16,1.69,true,,185,0
2025-04-08,84879,15,1.69,true,,169,0
2025-04-09,84879,17,1.69,true,,154,0
2025-04-10,84879,17,1.69,true,,137,0
2025-04-11,84879,18,1.69,true,,120,0
2025-04-12,84879,20,1.69,true,,102,247
2025-04-13,84879,21,1.69,true,,329,0
2025-04-14,84879,15,1.69,true,,308,0
2025-04-15,84879,15,1.69,true,,293,0
2025-04-16,84879,18,1.69,true,,278,0
2025-04-17,84879,17,1.69,true,,260,0
2025-04-18,84879,18,1.69,true,,243,0
2025-04-19,84879,20,1.69,true,,225,0
2025-04-20,84879,19,1.69,true,,205,0
2025-04-21,84879,15,1.69,true,,186,0
2025-04-22,84879,16,1.69,true,,171,0
2025-04-23,84879,16,1.69,true,,155,0
2025-04-24,84879,18,1.69,true,,139,0
2025-04-25,84879,19,1.69,true,,121,0
2025-04-26,84879,20,1.69,true,,102,236
2025-04-27,84879,18,1.69,true,,318,0
2025-04-28,84879,15,1.69,true,,300,0
2025-04-29,84879,15,1.69,true,,285,0
2025-04-30,84879,16,1.69,true,,270,0
2025-05-01,84879,16,1.69,true,,254,0
2025-05-02,84879,17,1.69,true,,238,0
2025-05-03,84879,20,1.69,true,,221,0
2025-05-04,84879,18,1.69,true,,201,0
2025-05-05,84879,15,1.69,true,,183,0
2025-05-06,84879,16,1.69,true,,168,0
2025-05-07,84879,17,1.69,true,,152,0
2025-05-08,84879,16,1.69,true,,135,0
2025-05-09,84879,17,1.69,true,,119,0
2025-05-10,84879,20,1.69,true,,102,240
2025-05-11,84879,18,1.69,true,,322,0
2025-05-12,84879,16,1.69,true,,304,0
2025-05-13,84879,15,1.69,true,,288,0
2025-05-14,84879,17,1.69,true,,273,0
2025-05-15,84879,16,1.69,true,,256,0
2025-05-16,84879,18,1.69,true,,240,0
2025-05-17,84879,20,1.69,true,,222,0
2025-05-18,84879,18,1.69,true,,202,0
2025-05-19,84879,15,1.69,true,,184,0
2025-05-20,84879,15,1.69,true,,169,0
2025-05-21,84879,16,1.69,true,,154,0
2025-05-22,84879,17,1.69,true,,138,0
2025-05-23,84879,19,1.69,true,,121,0
2025-05-24,84879,18,1.69,true,,102,233
2025-05-25,84879,19,1.69,true,,317,0
2025-05-26,84879,15,1.69,true,,298,0
2025-05-27,84879,15,1.69,true,,283,0
2025-05-28,84879,15,1.69,true,,268,0
2025-05-29,84879,17,1.69,true,,253,0
2025-05-30,84879,16,1.69,true,,236,0
2025-05-31,84879,20,1.69,true,,220,0
2025-06-01,84879,19,1.69,true,,200,0
2025-06-02,84879,16,1.69,true,,181,0
2025-06-03,84879,16,1.69,true,,165,0
2025-06-04,84879,15,1.69,true,,149,0
2025-06-05,84879,16,1.69,true,,134,0
2025-06-06,84879,16,1.69,true,,118,0
2025-06-07,84879,21,1.69,true,,102,234
2025-06-08,84879,18,1.69,true,,315,0
2025-06-09,84879,14,1.69,true,,297,0
2025-06-10,84879,15,1.69,true,,283,0
2025-06-11,84879,15,1.69,true,,268,0
2025-06-12,84879,16,1.69,true,,253,0
2025-06-13,84879,17,1.69,true,,237,0
2025-06-14,84879,20,1.69,true,,220,0
2025-06-15,84879,20,1.69,true,,200,0
2025-06-16,84879,15,1.69,true,,180,0
2025-06-17,84879,15,1.69,true,,165,0
2025-06-18,84879,15,1.69,true,,150,0
2025-06-19,84879,17,1.69,true,,135,0
2025-06-20,84879,16,1.69,true,,118,0
2025-06-21,84879,20,1.69,true,,102,237
2025-06-22,84879,19,1.69,true,,319,0
2025-06-23,84879,14,1.69,true,,300,0
2025-06-24,84879,16,1.69,true,,286,0
2025-06-25,84879,16,1.69,true,,270,0
2025-06-26,84879,16,1.69,true,,254,0
2025-06-27,84879,18,1.69,true,,238,0
2025-06-28,84879,20,1.69,true,,220,0
2025-06-29,84879,19,1.69,true,,200,0
2025-06-30,84879,15,1.69,true,,181,0
2025-07-01,84879,15,1.69,true,,166,0
2025-07-02,84879,16,1.69,true,,151,0
2025-07-03,84879,15,1.69,true,,135,0
2025-07-04,84879,18,1.69,true,,120,0
